"organism_group","strain","collection_date","serovar","isolate","location","isolation_source","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","antigen_formula","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","resist_sim","blaEC.COMPLETE","acrF.COMPLETE","mdtM.COMPLETE","sul2.COMPLETE","blaOXA.193.COMPLETE","X50S_L22_A103V.POINT","gyrA_T86I.POINT","blaOXA.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..O...COMPLETE","aph..3....IIIa.COMPLETE","meropenem","ciprofloxacin","tetracycline","ampicillin","gentamicin","erythromycin","azithromycin","clindamycin","nalidixic acid"
"E.coli and Shigella","CVM N19EC0576",2019,NA,"PDT000844510.1","USA:MD","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC0569",2019,NA,"PDT000844513.1","USA:GA","pork chops","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1393",2019,NA,"PDT000844515.1","USA:GA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1382",2019,NA,"PDT000844518.1","USA:GA","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1371",2019,NA,"PDT000844519.1","USA:GA","pork chops","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1358",2019,NA,"PDT000844520.1","USA:GA","chicken - mixed parts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1344",2019,NA,"PDT000844522.1","USA:KS","chicken wings","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1343",2019,NA,"PDT000844523.1","USA:KS","chicken whole - cut in lab","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1341",2019,NA,"PDT000844527.1","USA:KS","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1339",2019,NA,"PDT000844529.1","USA:KS","ground turkey","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1335",2019,NA,"PDT000844533.1","USA:TX","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1334",2019,NA,"PDT000844534.1","USA:TX","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1333",2019,NA,"PDT000844535.1","USA:TX","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1332",2019,NA,"PDT000844537.1","USA:TX","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1331",2019,NA,"PDT000844538.1","USA:TX","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaEC=PARTIAL_END_OF_CONTIG,parE_D475E=POINT",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1329",2019,NA,"PDT000844540.1","USA:TX","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3')-Ia=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,mdtM=COMPLETE,parC_A56T=POINT,parC_S80I=POINT",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
"E.coli and Shigella","CVM N19EC1327",2019,NA,"PDT000844541.1","USA:TX","chicken thighs","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1326",2019,NA,"PDT000844542.1","USA:PA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,parE_D475E=POINT,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1324",2019,NA,"PDT000844543.1","USA:PA","chicken thighs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=PARTIAL_END_OF_CONTIG,emrD=PARTIAL_END_OF_CONTIG,mdtM=COMPLETE,parE_I355T=POINT",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1301",2019,NA,"PDT000844544.1","USA:MD","pork chops","environmental/other",NA,NA,NA,"aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,mdtM=PARTIAL_END_OF_CONTIG,sat2=PARTIAL,tet(B)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1300",2019,NA,"PDT000844545.1","USA:MD","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1281",2019,NA,"PDT000844549.1","USA:TN","pork chop (bone in)","environmental/other",NA,NA,NA,"aadA1=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cmlA1=COMPLETE,cmlA1=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,mdtM=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE,tet(M)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1255",2019,NA,"PDT000844551.1","USA:IA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1253",2019,NA,"PDT000844552.1","USA:PA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1252",2019,NA,"PDT000844553.1","USA:PA","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1251",2019,NA,"PDT000844554.1","USA:PA","chicken thighs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1250",2019,NA,"PDT000844555.1","USA:PA","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1249",2019,NA,"PDT000844556.1","USA:PA","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1211",2019,NA,"PDT000844559.1","USA:CA","chicken whole - cut in lab","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1210",2019,NA,"PDT000844560.1","USA:CA","chicken whole - cut in lab","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1197",2019,NA,"PDT000844561.1","USA:PA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,dfrA12=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1196",2019,NA,"PDT000844562.1","USA:PA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1181",2019,NA,"PDT000844563.1","USA:SC","ground turkey (breasts)","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1177",2019,NA,"PDT000844564.1","USA:TN","pork chops","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,qnrS1=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC0552",2019,NA,"PDT000844566.1","USA:CO","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1169",2019,NA,"PDT000844567.1","USA:CA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1166",2019,NA,"PDT000844570.1","USA:CA","ground turkey (breasts)","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,blaTEM-1=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1165",2019,NA,"PDT000844571.1","USA:CA","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1164",2019,NA,"PDT000844572.1","USA:CA","chicken whole - cut in lab","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1162",2019,NA,"PDT000844574.1","USA:CA","chicken breasts","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,acrF=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,mdtM=COMPLETE,sat2=COMPLETE,sul1=COMPLETE,sul2=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1161",2019,NA,"PDT000844575.1","USA:TX","pork chops","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1158",2019,NA,"PDT000844578.1","USA:TX","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1156",2019,NA,"PDT000844580.1","USA:TX","ground turkey","environmental/other",NA,NA,NA,"aac(3)-IVa=COMPLETE,acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(4)-Ia=COMPLETE,aph(4)-Ia=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,mdtM=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1155",2019,NA,"PDT000844581.1","USA:TX","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1114",2019,NA,"PDT000844587.1","USA:TN","ground turkey (patties)","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaHER-3=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1113",2019,NA,"PDT000844588.1","USA:TN","pork chops","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,mdtM=COMPLETE,mph(A)=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1112",2019,NA,"PDT000844589.1","USA:TN","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1109",2019,NA,"PDT000844591.1","USA:TN","ground turkey","environmental/other",NA,NA,NA,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,mdtM=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
"E.coli and Shigella","CVM N19EC1108",2019,NA,"PDT000844592.1","USA:TN","pork chop (bone in)","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","pork",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1103",2019,NA,"PDT000844595.1","USA:TN","chicken wings","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1102",2019,NA,"PDT000844597.1","USA:TN","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1100",2019,NA,"PDT000844599.1","USA:PA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1099",2019,NA,"PDT000844600.1","USA:PA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1094",2019,NA,"PDT000844605.1","USA:PA","chicken legs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1093",2019,NA,"PDT000844606.1","USA:PA","chicken breasts","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,emrD=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1088",2019,NA,"PDT000844609.1","USA:KS","chicken wings","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1086",2019,NA,"PDT000844611.1","USA:PA","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,mdtM=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1083",2019,NA,"PDT000844613.1","USA:PA","chicken thighs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1082",2019,NA,"PDT000844614.1","USA:PA","chicken legs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1057",2019,NA,"PDT000844616.1","USA:NC","ground turkey","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC-5=COMPLETE,tet(A)=COMPLETE",NA,NA,NA,"USA","turkey",NA,"Other",NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"E.coli and Shigella","CVM N19EC1046",2019,NA,"PDT000844624.1","USA:CA","chicken whole - cut in lab","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1280",2019,NA,"PDT000844642.1","USA:TN","ground beef","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","beef",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1195",2019,NA,"PDT000844643.1","USA:PA","chicken legs","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,mcr-9.1=COMPLETE,mdtM=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
"E.coli and Shigella","CVM N19EC1152",2019,NA,"PDT000844645.1","USA:TX","chicken wings","environmental/other",NA,NA,NA,"acrF=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,glpT_E448K=POINT,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,NA,"USA","chicken",NA,"Other",NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
