#Organism group,Strain,Source type,Collection date,Host disease,Outbreak,Host,Isolate identifiers,Serovar,Isolate,Create date,AST phenotypes,Location,Isolation source,Isolation type,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types
"Campylobacter jejuni","FSIS1606657",,"2016",,,,"""FSIS1606657"",""SRS1465421""",,"PDT000132280.2","2016-05-25T07:15:24Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:WI","animal-cattle-beef cow","environmental/other","PDS000090286.30",4,4,"SAMN05171402","GCA_005291325.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","FSIS1606839",,"2016",,,,"""FSIS1606839"",""SRS1529697""",,"PDT000136408.2","2016-06-28T20:13:33Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CO","animal-cattle-dairy cow","environmental/other","PDS000090286.30",0,0,"SAMN05301262","GCA_005293745.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1606895",,"2016",,,,"""FSIS1606895"",""SRS1548970""",,"PDT000137327.2","2016-07-08T18:16:12Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:PA","animal-cattle-dairy cow","environmental/other","PDS000090286.30",7,7,"SAMN05366795","GCA_005295225.1","aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C807",,"2017",,,,"""CVM N17C807"",""SRS3673073""",,"PDT000363484.1","2018-08-15T19:43:37Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:MD","Chicken Wings","environmental/other","PDS000021543.40",0,5,"SAMN09783389","GCA_005363925.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C823",,"2017",,,,"""CVM N17C823"",""SRS3673138""",,"PDT000363419.1","2018-08-15T19:43:26Z","azithromycin=S,ciprofloxacin=R,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=R,telithromycin=S,tetracycline=R","USA:TN","Mixed Parts","environmental/other","PDS000021868.39",1,12,"SAMN09783404","GCA_005364725.1","blaOXA-193=COMPLETE,gyrA_T86I=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N19C271",,"2019",,,,"""CVM N19C271"",""SRS5472414""",,"PDT000600937.1","2019-10-05T04:05:41Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:KS","Chicken Legs","environmental/other","PDS000021868.39",7,2,"SAMN12906178","GCA_008897765.1","blaOXA-193=COMPLETE,tet(O)=MISTRANSLATION,tet(O)=PARTIAL",
"Campylobacter jejuni","19IA11CB38-C1",,"2019-10",,,,"""19IA11CB38-C1"",""CFSAN102983"",""SRS5886617""",,"PDT000650307.1","2019-12-26T18:26:16Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=R","USA:IA","chicken breast","environmental/other","PDS000021868.39",1,1,"SAMN13682820","GCA_010228375.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","19SD10CB28-C1",,"2019-10",,,,"""19SD10CB28-C1"",""CFSAN103362"",""SRS5964648""",,"PDT000656729.1","2020-01-09T06:26:35Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=R","USA:ND","chicken breast","environmental/other","PDS000021868.39",1,3,"SAMN13781657","GCA_010358485.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C071",,"2017",,,,"""CVM N17C071"",""SRS3530367""",,"PDT000345668.1","2018-07-12T11:59:23Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:IA","Chicken Wings","environmental/other","PDS000022414.43",16,15,"SAMN09604954","GCA_005332765.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C451",,"2017",,,,"""CVM N17C451"",""SRS3673163""",,"PDT000363394.1","2018-08-15T19:43:22Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:TX","Chicken Wings","environmental/other","PDS000022414.43",2,3,"SAMN09783205","GCA_005362445.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","CVM N17C750",,"2017",,,,"""CVM N17C750"",""SRS3673069""",,"PDT000363488.1","2018-08-15T19:43:38Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NM","Chicken Legs","environmental/other","PDS000022414.43",6,10,"SAMN09783332","GCA_005364125.1","ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C323",,"2018",,,,"""CVM N18C323"",""SRS4433461""",,"PDT000473130.1","2019-03-04T15:40:04Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:KS","ground turkey","environmental/other","PDS000022414.43",4,8,"SAMN11047843","GCA_004878885.1","ant(6)-Ia=PARTIAL,aph(3')-IIIa=COMPLETE,blaOXA-193=COMPLETE,sat4=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C361",,"2018",,,,"""CVM N18C361"",""SRS4953303""",,"PDT000521733.1","2019-06-12T22:51:17Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NM","Chicken Thighs","environmental/other","PDS000022414.43",3,1,"SAMN12035609","GCA_006358115.1","blaOXA-193=COMPLETE,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C648",,"2017",,,,"""CVM N17C648"",""SRS3673348""",,"PDT000363207.1","2018-08-15T19:42:51Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CO","chicken breast","environmental/other","PDS000022880.35",2,3,"SAMN09783247","GCA_005357125.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N17C402",,"2017",,,,"""CVM N17C402"",""SRS3673222""",,"PDT000363334.1","2018-08-15T19:43:12Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:NY","chicken breast","environmental/other","PDS000022880.35",11,10,"SAMN09783160","GCA_005361085.1","50S_L22_A103V=POINT,tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N18C370",,"2018",,,,"""CVM N18C370"",""SRS4433587""",,"PDT000473226.1","2019-03-04T15:40:25Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","chicken breast","environmental/other","PDS000022880.35",8,9,"SAMN11047889","GCA_004881925.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N19C421",,"2019",,,,"""CVM N19C421"",""SRS6552246""",,"PDT000728860.2","2020-04-28T18:18:02Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,tetracycline=S","USA:PA","Chicken Thighs","environmental/other","PDS000022880.35",11,4,"SAMN14754890","GCA_014597535.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N16C231",,"2016",,,,"""CVM N16C231"",""SRS2547680""",,"PDT000245053.2","2017-09-28T02:45:41Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:CO","chicken breast","environmental/other","PDS000022908.30",22,16,"SAMN07633546","GCA_005149625.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","CVM N17C096",,"2017",,,,"""CVM N17C096"",""SRS3530574""",,"PDT000345465.1","2018-07-12T09:59:16Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Thighs","environmental/other","PDS000022908.30",22,16,"SAMN09604979","GCA_005328515.1","50S_L22_A103V=POINT",
"Campylobacter jejuni","FSIS1606150",,"2016",,,,"""FSIS1606150"",""SRS1371163""",,"PDT000122191.2","2016-04-01T17:13:52Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NJ","animal-cattle-dairy cow","environmental/other","PDS000022888.32",1,16,"SAMN04600083","GCA_005287565.1",,
"Campylobacter jejuni","FSIS1606151",,"2016",,,,"""FSIS1606151"",""SRS1371155""",,"PDT000122199.2","2016-04-01T17:13:53Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NC","animal-cattle-beef cow","environmental/other","PDS000022888.32",1,17,"SAMN04600084","GCA_005287705.1",,
"Campylobacter jejuni","CVM N17C102",,"2017",,,,"""CVM N17C102"",""SRS3673339""",,"PDT000363215.1","2018-08-15T19:42:52Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=R","USA:LA","Chicken Thighs","environmental/other","PDS000022888.32",25,26,"SAMN09783080","GCA_005358445.1","tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N17C758",,"2017",,,,"""CVM N17C758"",""SRS3673287""",,"PDT000363266.1","2018-08-15T19:43:01Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:PA","Chicken Legs","environmental/other","PDS000022888.32",13,12,"SAMN09783340","GCA_005359225.1",,
"Campylobacter jejuni","FSIS1607225",,"2016",,,,"""FSIS1607225"",""SRS1609325""",,"PDT000144103.2","2016-08-10T23:16:36Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:GA","animal-chicken-young chicken","environmental/other","PDS000020921.33",1,,"SAMN05558633","GCA_005297745.1","aph(3')-VIIa=COMPLETE,blaOXA-594=COMPLETE",
"Campylobacter jejuni","CVM N17C700",,"2017",,,,"""CVM N17C700"",""SRS3673202""",,"PDT000363354.1","2018-08-15T19:43:15Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Legs","environmental/other","PDS000021987.32",21,0,"SAMN09783282","GCA_005361645.1","blaOXA-193=COMPLETE",
"Campylobacter jejuni","FSIS1606610",,"2016",,,,"""FSIS1606610"",""SRS1446706""",,"PDT000131153.2","2016-05-19T19:13:55Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:AL","animal-chicken-young chicken","environmental/other","PDS000021150.166",1,3,"SAMN05049827","GCA_005290905.1",,
"Campylobacter jejuni","CVM N16C038",,"2016",,,,"""CVM N16C038"",""SRS2547490""",,"PDT000244821.2","2017-09-28T00:49:18Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","chicken breast","environmental/other","PDS000021150.166",1,6,"SAMN07633354","GCA_005215765.1",,
"Campylobacter jejuni","CVM N16C048",,"2016",,,,"""CVM N16C048"",""SRS2547499""",,"PDT000244831.2","2017-09-28T00:49:20Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","chicken breast","environmental/other","PDS000021150.166",7,13,"SAMN07633364","GCA_005205955.1",,
"Campylobacter jejuni","CVM N16C062",,"2016",,,,"""CVM N16C062"",""SRS2547514""",,"PDT000244845.2","2017-09-28T00:49:23Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MO","chicken breast","environmental/other","PDS000021150.166",2,8,"SAMN07633378","GCA_005196335.1",,
"Campylobacter jejuni","CVM N16C072",,"2016",,,,"""CVM N16C072"",""SRS2547525""",,"PDT000244855.2","2017-09-28T00:49:24Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MO","chicken breast","environmental/other","PDS000021150.166",0,9,"SAMN07633388","GCA_005011375.1",,
"Campylobacter jejuni","CVM N16C219",,"2016",,,,"""CVM N16C219"",""SRS2547669""",,"PDT000244980.2","2017-09-28T00:49:46Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Legs","environmental/other","PDS000021150.166",3,8,"SAMN07633534","GCA_005017695.1",,
"Campylobacter jejuni","CVM N16C220",,"2016",,,,"""CVM N16C220"",""SRS2547668""",,"PDT000244981.2","2017-09-28T00:49:47Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Thighs","environmental/other","PDS000021150.166",0,9,"SAMN07633535","GCA_005148425.1",,
"Campylobacter jejuni","CVM N16C210",,"2016",,,,"""CVM N16C210"",""SRS2547660""",,"PDT000245043.2","2017-09-28T02:45:38Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Thighs","environmental/other","PDS000021150.166",0,9,"SAMN07633525","GCA_005022335.1",,
"Campylobacter jejuni","CVM N16C317",,"2016",,,,"""CVM N16C317"",""SRS2547763""",,"PDT000245137.2","2017-09-28T02:46:05Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Legs","environmental/other","PDS000021150.166",0,9,"SAMN07633630","GCA_005150165.1",,
"Campylobacter jejuni","CVM N16C318",,"2016",,,,"""CVM N16C318"",""SRS2547764""",,"PDT000245138.2","2017-09-28T02:46:05Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Wings","environmental/other","PDS000021150.166",1,10,"SAMN07633631","GCA_005151045.1",,
"Campylobacter jejuni","CVM N16C461",,"2016",,,,"""CVM N16C461"",""SRS2547908""",,"PDT000245279.2","2017-09-28T02:46:45Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=R,tetracycline=R","USA:LA","Chicken Wings","environmental/other","PDS000021150.166",0,9,"SAMN07633772","GCA_004976165.1","tet(O)=COMPLETE",
"Campylobacter jejuni","CVM N16C495",,"2016",,,,"""CVM N16C495"",""SRS2547934""",,"PDT000245307.2","2017-09-28T02:46:53Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MO","Chicken Legs","environmental/other","PDS000021150.166",2,11,"SAMN07633800","GCA_004976545.1",,
"Campylobacter jejuni","CVM N16C497",,"2016",,,,"""CVM N16C497"",""SRS2547939""",,"PDT000245309.2","2017-09-28T02:46:54Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NM","chicken breast","environmental/other","PDS000021150.166",0,4,"SAMN07633802","GCA_004976645.1",,
"Campylobacter jejuni","CVM N16C500",,"2016",,,,"""CVM N16C500"",""SRS2547940""",,"PDT000245312.2","2017-09-28T02:46:54Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NM","Chicken Thighs","environmental/other","PDS000021150.166",1,11,"SAMN07633805","GCA_005013875.1",,
"Campylobacter jejuni","CVM N16C505",,"2016",,,,"""CVM N16C505"",""SRS2547946""",,"PDT000245317.2","2017-09-28T02:46:56Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NM","ground turkey","environmental/other","PDS000021150.166",0,4,"SAMN07633810","GCA_005013895.1",,
"Campylobacter jejuni","CVM N16C506",,"2016",,,,"""CVM N16C506"",""SRS2547945""",,"PDT000245318.2","2017-09-28T02:46:56Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:NM","ground turkey","environmental/other","PDS000021150.166",1,11,"SAMN07633811","GCA_004976665.1",,
"Campylobacter jejuni","CVM N17C482",,"2017",,,,"""CVM N17C482"",""SRS3530669""",,"PDT000345367.1","2018-07-12T09:59:02Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","Chicken Wings","environmental/other","PDS000021150.166",1,10,"SAMN09605213","GCA_005326645.1",,
"Campylobacter jejuni","CVM N17C338",,"2017",,,,"""CVM N17C338"",""SRS3530632""",,"PDT000345405.1","2018-07-12T09:59:07Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Thighs","environmental/other","PDS000021150.166",5,15,"SAMN09605181","GCA_005327125.1",,
"Campylobacter jejuni","CVM N17C112",,"2017",,,,"""CVM N17C112"",""SRS3530624""",,"PDT000345412.1","2018-07-12T09:59:08Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Legs","environmental/other","PDS000021150.166",0,3,"SAMN09604988","GCA_005327225.1",,
"Campylobacter jejuni","CVM N17C316",,"2017",,,,"""CVM N17C316"",""SRS3530582""",,"PDT000345454.1","2018-07-12T09:59:14Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","chicken breast","environmental/other","PDS000021150.166",9,14,"SAMN09605162","GCA_005328295.1",,
"Campylobacter jejuni","CVM N17C313",,"2017",,,,"""CVM N17C313"",""SRS3530576""",,"PDT000345459.1","2018-07-12T09:59:15Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","Chicken Wings","environmental/other","PDS000021150.166",4,13,"SAMN09605159","GCA_005328375.1",,
"Campylobacter jejuni","CVM N17C094",,"2017",,,,"""CVM N17C094"",""SRS3530570""",,"PDT000345467.1","2018-07-12T09:59:16Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Legs","environmental/other","PDS000021150.166",1,11,"SAMN09604977","GCA_005328555.1",,
"Campylobacter jejuni","CVM N17C593",,"2017",,,,"""CVM N17C593"",""SRS3530552""",,"PDT000345484.1","2018-07-12T09:59:19Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:SD","Chicken Legs","environmental/other","PDS000021150.166",0,5,"SAMN09605309","GCA_005329115.1",,
"Campylobacter jejuni","CVM N17C507",,"2017",,,,"""CVM N17C507"",""SRS3530524""",,"PDT000345510.1","2018-07-12T09:59:23Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Legs","environmental/other","PDS000021150.166",0,9,"SAMN09605237","GCA_005329055.1",,
"Campylobacter jejuni","CVM N17C080",,"2017",,,,"""CVM N17C080"",""SRS3530506""",,"PDT000345526.1","2018-07-12T09:59:25Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","Chicken Wings","environmental/other","PDS000021150.166",4,14,"SAMN09604963","GCA_005329945.1",,
"Campylobacter jejuni","CVM N17C082",,"2017",,,,"""CVM N17C082"",""SRS3530500""",,"PDT000345533.1","2018-07-12T09:59:26Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","Mixed Parts","environmental/other","PDS000021150.166",2,11,"SAMN09604965","GCA_005330025.1",,
"Campylobacter jejuni","CVM N17C088",,"2017",,,,"""CVM N17C088"",""SRS3530416""",,"PDT000345610.1","2018-07-12T09:59:37Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Chicken Wings","environmental/other","PDS000021150.166",0,9,"SAMN09604971","GCA_005331325.1",,
"Campylobacter jejuni","CVM N17C089",,"2017",,,,"""CVM N17C089"",""SRS3530430""",,"PDT000345611.1","2018-07-12T09:59:38Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","Whole - cut in lab","environmental/other","PDS000021150.166",0,9,"SAMN09604972","GCA_005331345.1",,
"Campylobacter jejuni","CVM N17C090",,"2017",,,,"""CVM N17C090"",""SRS3530415""",,"PDT000345612.1","2018-07-12T09:59:38Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:LA","chicken breast","environmental/other","PDS000021150.166",0,9,"SAMN09604973","GCA_005331355.1",,
"Campylobacter jejuni","CVM N17C084",,"2017",,,,"""CVM N17C084"",""SRS3530413""",,"PDT000345614.1","2018-07-12T09:59:38Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:IA","chicken breast","environmental/other","PDS000021150.166",0,9,"SAMN09604967","GCA_005331405.1",,
"Campylobacter jejuni","CVM N17C140",,"2017",,,,"""CVM N17C140"",""SRS3530400""",,"PDT000345629.1","2018-07-12T09:59:40Z","azithromycin=S,ciprofloxacin=S,clindamycin=S,erythromycin=S,florfenicol=S,gentamicin=S,nalidixic acid=S,telithromycin=S,tetracycline=S","USA:MO","Chicken Legs","environmental/other","PDS000021150.166",1,6,"SAMN09605014","GCA_005331685.1",,
