"organism_group","strain","collection_date","isolate","location","isolation_type","snp_cluster","min_same","min_diff","amr_genotypes","serotype","serovar_new","country","isolation_source_new","num_close","antigen_formula_new","suscept_sim","mdsA.COMPLETE","mdsB.COMPLETE","sul2.COMPLETE","sul1.COMPLETE","blaTEM.1.COMPLETE","aadA1.COMPLETE","fosA7.COMPLETE","blaCMY.2.COMPLETE","tet..A...COMPLETE","aph..3.....Ib.COMPLETE","aph..6...Id.COMPLETE","tet..B...COMPLETE","tetracycline","streptomycin","sulfisoxazole","ampicillin"
"Salmonella enterica","NY-32503",2003,"PDT000047600.3","USA:GA","environmental/other","PDS000026671.7",1,33,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Bredeney","Other","USA","turkey",1,"Other",0,"1","1","0","1","1","1","0","0","0","1","0","0","1","0","1","0"
"Salmonella enterica","NY-N13194",2007,"PDT000060743.4","USA:MN","environmental/other","PDS000026671.7",5,34,"aac(3)-IId=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Bredeney","Other","USA","turkey",1,"Other",0,"1","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0"
"Salmonella enterica","CVM N18S1775",2018,"PDT000602056.1","USA:IA","environmental/other","PDS000026671.7",39,7,"mdsA=COMPLETE,mdsB=COMPLETE","Bredeney","Other","USA","beef",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL_SAL-A00748",2006,"PDT000060520.3","USA:MN","environmental/other","PDS000032568.30",7,8,"mdsA=COMPLETE,mdsB=COMPLETE,tet(C)=COMPLETE","Kentucky","Kentucky","USA","turkey",1,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Salmonella enterica","FL-NRM127",2005,"PDT000067347.3","USA:OR","environmental/other","PDS000032568.30",9,15,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","turkey",0,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Salmonella enterica","NY-N20037",2009,"PDT000103385.3","USA:CO","environmental/other","PDS000032568.30",8,12,"aac(3)-IId=COMPLETE,aadA1=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE,tet(C)=COMPLETE","Kentucky","Kentucky","USA","turkey",0,"8:i:z6",0,"1","1","0","0","1","1","0","0","1","0","0","0","0","1","1","0"
"Salmonella enterica","CVM N57805F",2014,"PDT000121516.2","USA:AR","environmental/other","PDS000032568.30",20,17,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","turkey",0,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","2014AM-0868",2014,"PDT000161344.2","USA","clinical","PDS000032568.30",22,24,"mdsA=COMPLETE,mdsB=COMPLETE,tet(C)=COMPLETE","Kentucky","(Missing)","USA","stool",0,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N18S0936",2018,"PDT000550591.1","USA:LA","environmental/other","PDS000032568.30",8,13,"blaTEM-1=COMPLETE,blaTEM=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE,tet(B)=PARTIAL","Kentucky","Kentucky","USA","turkey",0,"8:i:z6",0,"1","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
"Salmonella enterica","CVM N19S0510",2019,"PDT000593985.1","USA:MD","environmental/other","PDS000032568.30",1,1,"mdsA=COMPLETE,mdsB=COMPLETE,tet(C)=COMPLETE","Kentucky","Kentucky","USA","turkey",2,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N18S0935",2018,"PDT001128296.2","USA:LA","environmental/other","PDS000032568.30",4,5,"blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Kentucky","Kentucky","USA","turkey",2,"8:i:z6",0,"1","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
"Salmonella enterica","AZ-TG74632",2005,"PDT000035975.5","USA:MN","environmental/other","PDS000032058.32",0,11,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","turkey",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01017",2009,"PDT000102046.3","USA:MN","environmental/other","PDS000032058.32",6,13,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","turkey",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Salmonella enterica","19TN05GT06N-S",2019,"PDT000523170.1","USA:TN","environmental/other","PDS000032058.32",1,3,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","(Missing)","USA","turkey",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N18S0225",2018,"PDT000602043.1","USA:TX","environmental/other","PDS000032058.32",2,6,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","chicken",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N19S0969",2019,"PDT000599655.1","USA:NC","environmental/other","PDS000032530.31",9,20,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
"Salmonella enterica","19MD04CB15",2019,"PDT000603790.1","USA:MD","environmental/other","PDS000032530.31",3,16,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
"Salmonella enterica","CVM N19S1759",2019,"PDT000728695.1","USA:NY","environmental/other","PDS000032530.31",3,9,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N19S1756",2019,"PDT000728697.1","USA:NY","environmental/other","PDS000032530.31",0,6,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
"Salmonella enterica","CVM N19S1755",2019,"PDT000728698.1","USA:NY","environmental/other","PDS000032530.31",0,6,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
"Salmonella enterica","CVM N19S1754",2019,"PDT000728699.1","USA:NY","environmental/other","PDS000032530.31",4,10,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1"
"Salmonella enterica","CVM N19S1956",2019,"PDT000728768.1","USA:NY","environmental/other","PDS000032530.31",2,6,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N19S2092",2019,"PDT000843414.1","USA:PA","environmental/other","PDS000032530.31",5,1,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01045",2009,"PDT000111442.3","USA:NM","environmental/other","PDS000029537.7",1,4,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",2,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Salmonella enterica","CVM N57199F",2014,"PDT000121325.2","USA:TX","environmental/other","PDS000029537.7",26,8,"aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE","Kentucky","Kentucky","USA","chicken",0,"8:i:z6",0,"1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","1"
"Salmonella enterica","CVM N17S393",2017,"PDT000385620.1","USA:TX","environmental/other","PDS000029537.7",3,0,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","other/unspecified",2,"8:i:z6",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL-SAL-A01055",2009,"PDT000103273.2","USA:NM","environmental/other","PDS000032532.27",0,37,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N26642",2010,"PDT000113731.2","USA:NM","environmental/other","PDS000032532.27",0,33,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM-N27394",2010,"PDT000129928.2","USA:NM","environmental/other","PDS000032532.27",1,37,"mdsA=COMPLETE,mdsB=COMPLETE","Kentucky","Kentucky","USA","chicken",1,"8:i:z6",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","2014AM-1915",2019,"PDT000161150.2","USA","clinical","PDS000026654.27",7,7,"aadA2=COMPLETE,blaCARB-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul1=PARTIAL_END_OF_CONTIG,tet(G)=COMPLETE","Typhimurium","(Missing)","USA","(Missing)",2,"4:i:1,2",0,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Salmonella enterica","CVM N18S0983",2018,"PDT000565561.1","USA:PA","environmental/other","PDS000026654.27",6,3,"aadA2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Typhimurium","Typhimurium","USA","pork",2,"4:i:1,2",0,"1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1"
"Salmonella enterica","CVM N51250",2013,"PDT000078137.1","USA: CO","environmental/other","PDS000026737.23",15,15,"mdsA=COMPLETE,mdsB=COMPLETE","Muenster","Other","USA","beef",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N57599F",2014,"PDT000121441.2","USA:WA","environmental/other","PDS000026737.23",3,7,"mdsA=COMPLETE,mdsB=COMPLETE","Muenster","Other","USA","beef",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Salmonella enterica","CVM N57900F",2014,"PDT000121546.2","USA:TX","environmental/other","PDS000013885.40",15,15,"aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","beef",0,"4:i:1,2",0,"1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0"
"Salmonella enterica","CVM N57901F",2014,"PDT000121547.2","USA:TX","environmental/other","PDS000013885.40",14,6,"aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","beef",1,"4:i:1,2",0,"1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0"
"Salmonella enterica","2014AM-3061",2011,"PDT000161107.2","USA","clinical","PDS000013885.40",4,15,"aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","(Missing)","USA","(Missing)",1,"4:i:1,2",0,"1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0"
"Salmonella enterica","CVM N19S0804",2019,"PDT000644804.1","USA:SD","environmental/other","PDS000013885.40",14,9,"aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaCMY=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Kentucky","USA","turkey",0,"4:i:1,2",0,"1","1","1","1","0","0","0","1","1","1","1","0","0","0","0","0"
"Salmonella enterica","FSIS1606878",2016,"PDT000135409.2","USA:VA","environmental/other","PDS000029675.35",6,5,"mdsA=COMPLETE,mdsB=COMPLETE","Ohio","Other","USA","pork",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N16S160",2016,"PDT000269184.2","USA:GA","environmental/other","PDS000029675.35",5,4,"mdsA=COMPLETE,mdsB=COMPLETE","Ohio","Other","USA","pork",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","19CO02PC02-S1",2019,"PDT000477544.1","USA:CO","environmental/other","PDS000029675.35",14,44,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Ohio","(Missing)","USA","pork",0,"Other",0,"1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1"
"Salmonella enterica","CVM N53036",2014,"PDT000085910.2","USA:MD","environmental/other","PDS000026720.34",15,12,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","FSIS1605833",2016,"PDT000115239.2","USA:DE","environmental/other","PDS000026720.34",9,10,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N16S184",2016,"PDT000269414.2","USA:NY","environmental/other","PDS000026720.34",18,17,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(A)=PARTIAL_END_OF_CONTIG","Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N16S090",2016,"PDT000269448.2","USA:PA","environmental/other","PDS000026720.34",18,17,"blaCMY=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N17S1495",2017,"PDT000359488.1","USA:GA","environmental/other","PDS000026720.34",14,31,"blaCMY-2=COMPLETE,blaCMY=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium var. 5-","USA","chicken",0,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N18S0645",2018,"PDT001128298.2","USA:PA","environmental/other","PDS000026720.34",5,21,"blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Typhimurium","Typhimurium","USA","chicken",1,"4:i:1,2",0,"1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Salmonella enterica","CVM N19S1973",2019,"PDT000728751.1","USA:NY","environmental/other","PDS000029266.14",1,6,"mdsA=COMPLETE,mdsB=COMPLETE","Senftenberg","Other","USA","turkey",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","2014AM-1827",2014,"PDT000161262.2","USA","clinical","PDS000117303.1",4,12,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Hadar","Hadar","USA","stool",0,"8:z10:e,n,x",0,"1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1"
"Salmonella enterica","CVM N16S402",2016,"PDT000269394.2","USA:OR","environmental/other","PDS000028360.28",3,1,"mdsA=COMPLETE,mdsB=COMPLETE","Dublin","Other","USA","beef",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N57382F",2014,"PDT000121382.2","USA:TX","environmental/other","PDS000028126.21",30,9,"fosA7=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","Montevideo","Other","USA","beef",0,"Other",0,"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1"
"Salmonella enterica","19MN02PC09",2019,"PDT000525255.1","USA:MN","environmental/other","PDS000006743.38",7,15,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Heidelberg","(Missing)","USA","pork",1,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","1","1","1","0","1","1","1"
"Salmonella enterica","19OR11PC05-S1",2019,"PDT000641355.1","USA:OR","environmental/other","PDS000006743.38",15,17,"aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Heidelberg","Heidelberg","USA","pork",0,"4:r:1,2",0,"1","1","0","0","0","0","1","0","0","1","1","1","0","0","1","1"
"Salmonella enterica","CVM N53079",2014,"PDT000085952.2","USA:WA","environmental/other","PDS000011941.28",12,25,"aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Brandenburg","Other","USA","pork",0,"Other",0,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
"Salmonella enterica","CVM N57181F",2014,"PDT000121317.2","USA:UT","environmental/other","PDS000011941.28",19,32,"aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Brandenburg","Other","USA","pork",0,"Other",0,"1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"Salmonella enterica","CVM N57774F",2014,"PDT000121503.2","USA:IA","environmental/other","PDS000011941.28",10,21,"aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Brandenburg","Other","USA","pork",0,"Other",0,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
"Salmonella enterica","FSIS1606635",2016,"PDT000131227.2","USA:CA","environmental/other","PDS000011941.28",2,5,"aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,gyrA_D87G=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Brandenburg","Other","USA","pork",2,"Other",0,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
"Salmonella enterica","CVM N16S020",2016,"PDT000269061.2","USA:CA","environmental/other","PDS000011941.28",7,10,"aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,gyrA_D87G=POINT,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","Brandenburg","Other","USA","pork",1,"Other",0,"1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1"
"Salmonella enterica","WAPHL-SAL-A00302",2002,"PDT000024346.4","USA:GA","environmental/other","PDS000002493.22",8,11,"mdsA=COMPLETE,mdsB=COMPLETE","Newport","Other","USA","beef",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1"
"Salmonella enterica","NY-33000",2003,"PDT000085087.3","USA:CA","environmental/other","PDS000002493.22",8,13,"aac(3)-VIa=COMPLETE,aadA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE","Newport","Other","USA","turkey",0,"Other",0,"1","1","0","1","0","1","0","0","0","0","0","0","1","0","1","1"
"Salmonella enterica","VA-WGS-00579",2008,"PDT000086884.3","USA:NM","environmental/other","PDS000002493.22",2,13,"mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE","Newport","Other","USA","turkey",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1"
"Salmonella enterica","CVM N17S218",2017,"PDT000359388.1","USA:NM","environmental/other","PDS000002493.22",11,3,"mdsA=COMPLETE,mdsB=COMPLETE","Newport","Other","USA","turkey",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N32773",2011,"PDT000100295.1","USA: NM","environmental/other","PDS000031081.32",1,16,"mdsA=COMPLETE,mdsB=COMPLETE","Worthington","Other","USA","pork",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1605747",2016,"PDT000110716.2","USA:TN","environmental/other","PDS000031081.32",8,10,"mdsA=COMPLETE,mdsB=COMPLETE","Worthington","Other","USA","pork",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1606917",2016,"PDT000136403.2","USA:NC","environmental/other","PDS000031081.32",33,38,"mdsA=COMPLETE,mdsB=COMPLETE","Worthington","Other","USA","pork",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","CVM N19S0144",2019,"PDT000593890.1","USA:MD","environmental/other","PDS000031081.32",5,12,"mdsA=COMPLETE,mdsB=COMPLETE","Worthington","Other","USA","pork",1,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1606998",2016,"PDT000138067.2","USA:WI","environmental/other","PDS000029526.40",1,9,"mdsA=COMPLETE,mdsB=COMPLETE","I 4,[5],12:i:-","Other","USA","beef",2,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","2014AM-1638",2006,"PDT000161110.2","USA","clinical","PDS000026849.30",21,46,"mdsA=COMPLETE,mdsB=COMPLETE","Typhimurium","(Missing)","USA","(Missing)",0,"4:i:1,2",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1605752",2016,"PDT000110722.2","USA:TN","environmental/other","PDS000004162.41",1,5,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Reading","Reading","USA","pork",2,"4:e,h:1,5",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1605767",2016,"PDT000111606.2","USA:TN","environmental/other","PDS000004162.41",3,7,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Reading","Reading","USA","pork",2,"4:e,h:1,5",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1605751",2016,"PDT000114565.2","USA:CA","environmental/other","PDS000004162.41",6,10,"fosA7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Reading","Reading","USA","pork",1,"4:e,h:1,5",1,"1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","FSIS1606133",2016,"PDT000122227.2","USA:CA","environmental/other","PDS000004162.41",2,4,"fosA7.7=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Reading","Reading","USA","pork",2,"4:e,h:1,5",1,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","WAPHL_SAL-A00504",2004,"PDT000036859.4","USA:GA","environmental/other","PDS000027859.10",2,32,"aac(3)-VIa=COMPLETE,aac(6')-Ib4=COMPLETE,aadA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Montevideo","Other","USA","turkey",1,"Other",0,"1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1"
"Salmonella enterica","AZ-TG74824",2005,"PDT000037333.4","USA:NM","environmental/other","PDS000027859.10",14,22,"mdsA=COMPLETE,mdsB=COMPLETE","Montevideo","Other","USA","turkey",0,"Other",0,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"Salmonella enterica","NY-29985",2003,"PDT000041665.4","USA:NY","environmental/other","PDS000027859.10",1,37,"aac(6')-Ib4=COMPLETE,aadA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Montevideo","Other","USA","turkey",1,"Other",0,"1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1"
"Salmonella enterica","NY-29984",2003,"PDT000041677.4","USA:NY","environmental/other","PDS000027859.10",1,36,"aac(6')-Ib4=COMPLETE,aadA1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","Montevideo","Other","USA","turkey",1,"Other",0,"1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1"
